,"year","rank","player_name","rounds","three_putt_percent","total_3_putts","total_holes"
4749,2016,"
        184","
Greg Owen
",85,4.6,67,1458
4750,2016,"
        185","
Rory Sabbatini
",57,4.63,45,972
4751,2017,"
        1","
Brian Gay
",82,1.42,20,1404
4752,2017,"
        2","
Luke Donald
",50,1.62,14,864
4753,2017,"
        3","
K.J. Choi
",72,1.68,20,1188
4754,2017,"
        4","
Ernie Els
",52,1.71,16,936
4755,2017,"
        5","
Ricky Barnes
",100,1.81,30,1656
4756,2017,"
        6","
Patrick Reed
",107,1.89,34,1800
4757,2017,"
        7","
Jordan Spieth
",85,1.99,28,1404
4758,2017,"
        T8","
Chris Kirk
",89,2.01,30,1494
4759,2017,"
        T8","
Phil Mickelson
",85,2.01,29,1440
4760,2017,"
        10","
Brian Harman
",104,2.06,37,1800
4761,2017,"
        11","
Patrick Cantlay
",52,2.08,18,864
4762,2017,"
        12","
Charles Howell III
",86,2.1,31,1476
4763,2017,"
        13","
Aaron Baddeley
",61,2.14,22,1026
4764,2017,"
        14","
Chez Reavie
",98,2.16,37,1710
4765,2017,"
        15","
Carl Pettersson
",63,2.17,23,1062
4766,2017,"
        16","
Søren Kjeldsen
",58,2.27,20,882
4767,2017,"
        17","
Marc Leishman
",94,2.28,37,1620
4768,2017,"
        T18","
Cody Gribble
",79,2.31,32,1386
4769,2017,"
        T18","
Zach Johnson
",81,2.31,32,1386
4770,2017,"
        T18","
Danny Lee
",93,2.31,37,1602
4771,2017,"
        T18","
Charl Schwartzel
",63,2.31,25,1080
4772,2017,"
        22","
Wesley Bryan
",95,2.32,38,1638
4773,2017,"
        23","
Bryce Molder
",74,2.33,31,1332
4774,2017,"
        T24","
Greg Chalmers
",75,2.35,30,1278
4775,2017,"
        T24","
Russell Henley
",99,2.35,41,1746
4776,2017,"
        26","
Ian Poulter
",72,2.37,29,1224
4777,2017,"
        27","
Michael Thompson
",60,2.38,24,1008
4778,2017,"
        28","
J.T. Poston
",95,2.43,38,1566
4779,2017,"
        T29","
Scott Brown
",95,2.44,40,1638
4780,2017,"
        T29","
Derek Fathauer
",81,2.44,33,1350
4781,2017,"
        31","
Ben Crane
",86,2.46,35,1422
4782,2017,"
        32","
Hudson Swafford
",94,2.47,40,1620
4783,2017,"
        33","
Ryo Ishikawa
",56,2.48,25,1008
4784,2017,"
        34","
Brian Campbell
",55,2.51,23,918
4785,2017,"
        35","
Martin Flores
",88,2.54,37,1458
4786,2017,"
        T36","
Ryan Blaum
",100,2.55,44,1728
4787,2017,"
        T36","
Mark Hubbard
",81,2.55,34,1332
4788,2017,"
        T36","
Geoff Ogilvy
",80,2.55,33,1296
4789,2017,"
        T36","
Brian Stuard
",93,2.55,40,1566
4790,2017,"
        40","
Graham DeLaet
",82,2.56,35,1368
4791,2017,"
        41","
Jason Bohn
",75,2.58,33,1278
4792,2017,"
        T42","
Bud Cauley
",92,2.59,41,1584
4793,2017,"
        T42","
David Lingmerth
",79,2.59,35,1350
4794,2017,"
        T42","
Pat Perez
",93,2.59,42,1620
4795,2017,"
        T42","
Kevin Tway
",96,2.59,41,1584
4796,2017,"
        T46","
Chad Collins
",66,2.6,29,1116
4797,2017,"
        T46","
Justin Thomas
",86,2.6,37,1422
4798,2017,"
        48","
Jim Furyk
",54,2.61,24,918
4799,2017,"
        T49","
Chad Campbell
",97,2.63,46,1746
4800,2017,"
        T49","
Harris English
",84,2.63,36,1368
4801,2017,"
        T49","
Troy Merritt
",82,2.63,36,1368
4802,2017,"
        52","
Paul Casey
",94,2.65,43,1620
4803,2017,"
        T53","
David Hearn
",93,2.68,41,1530
4804,2017,"
        T53","
Matt Jones
",64,2.68,27,1008
4805,2017,"
        T53","
Tim Wilkinson
",64,2.68,28,1044
4806,2017,"
        56","
Louis Oosthuizen
",69,2.69,30,1116
4807,2017,"
        57","
Anirban Lahiri
",72,2.7,35,1296
4808,2017,"
        58","
Lucas Glover
",93,2.72,44,1620
4809,2017,"
        59","
Fabián Gómez
",61,2.73,29,1062
4810,2017,"
        T60","
Jonas Blixt
",74,2.78,35,1260
4811,2017,"
        T60","
Adam Hadwin
",98,2.78,49,1764
4812,2017,"
        T60","
Michael Kim
",94,2.78,45,1620
4813,2017,"
        T60","
Whee Kim
",74,2.78,36,1296
4814,2017,"
        T60","
Brooks Koepka
",88,2.78,40,1440
4815,2017,"
        T60","
Matt Kuchar
",95,2.78,46,1656
4816,2017,"
        T60","
Jamie Lovemark
",98,2.78,48,1728
4817,2017,"
        T60","
Kyle Reifers
",96,2.78,44,1584
4818,2017,"
        T60","
Daniel Summerhays
",100,2.78,47,1692
4819,2017,"
        T69","
Zac Blair
",105,2.81,50,1782
4820,2017,"
        T69","
Peter Malnati
",91,2.81,43,1530
4821,2017,"
        T69","
Ryan Moore
",82,2.81,40,1422
4822,2017,"
        T69","
Seung-Yul Noh
",91,2.81,44,1566
4823,2017,"
        T69","
Ollie Schniederjans
",92,2.81,44,1566
4824,2017,"
        T74","
John Huh
",92,2.84,45,1584
4825,2017,"
        T74","
Grayson Murray
",94,2.84,46,1620
4826,2017,"
        T74","
Vaughn Taylor
",90,2.84,43,1512
4827,2017,"
        T74","
Steve Wheatcroft
",51,2.84,24,846
4828,2017,"
        T78","
Rickie Fowler
",78,2.85,39,1368
4829,2017,"
        T78","
Trey Mullinax
",88,2.85,42,1476
4830,2017,"
        T78","
Cameron Smith
",86,2.85,42,1476
4831,2017,"
        81","
Shawn Stefani
",72,2.86,35,1224
4832,2017,"
        82","
Stewart Cink
",93,2.87,48,1674
4833,2017,"
        T83","
Gonzalo Fernandez-Castaño
",63,2.88,29,1008
4834,2017,"
        T83","
Martin Laird
",83,2.88,43,1494
4835,2017,"
        T83","
Cameron Tringale
",89,2.88,43,1494
4836,2017,"
        86","
J.J. Spaun
",92,2.91,45,1548
4837,2017,"
        T87","
Charley Hoffman
",112,2.93,57,1944
4838,2017,"
        T87","
Richy Werenski
",81,2.93,39,1332
4839,2017,"
        T89","
Bill Haas
",92,2.94,45,1530
4840,2017,"
        T89","
Dustin Johnson
",77,2.94,37,1260
4841,2017,"
        T89","
Spencer Levin
",89,2.94,45,1530
4842,2017,"
        T92","
Jason Day
",71,2.95,35,1188
4843,2017,"
        T92","
James Hahn
",96,2.95,51,1728
4844,2017,"
        T94","
Rafa Cabrera Bello
",63,2.96,32,1080
4845,2017,"
        T94","
Robert Streb
",98,2.96,50,1692
4846,2017,"
        T96","
Daniel Berger
",91,2.97,46,1548
4847,2017,"
        T96","
J.J. Henry
",92,2.97,46,1548
4848,2017,"
        T96","
Smylie Kaufman
",76,2.97,38,1278
4849,2017,"
        T96","
Webb Simpson
",102,2.97,53,1782
4850,2017,"
        100","
Tony Finau
",106,2.99,56,1872
4851,2017,"
        101","
Steven Alker
",69,3,34,1134
4852,2017,"
        102","
Ryan Armour
",63,3.01,32,1062
4853,2017,"
        103","
Alex Cejka
",85,3.03,42,1386
4854,2017,"
        104","
Jim Herman
",77,3.04,41,1350
4855,2017,"
        105","
Sung Kang
",104,3.05,56,1836
4856,2017,"
        106","
Xander Schauffele
",96,3.08,51,1656
4857,2017,"
        107","
Julián Etulain
",68,3.09,35,1134
4858,2017,"
        108","
Mark Anderson
",54,3.1,29,936
4859,2017,"
        109","
Rick Lamb
",54,3.11,28,900
4860,2017,"
        110","
Kevin Kisner
",105,3.12,55,1764
4861,2017,"
        T111","
Billy Hurley III
",80,3.13,45,1440
4862,2017,"
        T111","
Kelly Kraft
",75,3.13,40,1278
4863,2017,"
        T111","
Justin Rose
",66,3.13,36,1152
4864,2017,"
        114","
Retief Goosen
",52,3.14,26,828
4865,2017,"
        115","
William McGirt
",89,3.15,47,1494
4866,2017,"
        T116","
Camilo Villegas
",76,3.16,41,1296
4867,2017,"
        T116","
Jimmy Walker
",68,3.16,37,1170
4868,2017,"
        T118","
Jonathan Randolph
",68,3.17,36,1134
4869,2017,"
        T118","
Brendan Steele
",89,3.17,48,1512
4870,2017,"
        T120","
D.A. Points
",68,3.19,39,1224
4871,2017,"
        T120","
Seamus Power
",86,3.19,46,1440
4872,2017,"
        122","
Keegan Bradley
",104,3.21,59,1836
4873,2017,"
        123","
Nick Watney
",75,3.22,40,1242
4874,2017,"
        124","
Ben Martin
",86,3.23,46,1422
4875,2017,"
        T125","
Dominic Bozzelli
",69,3.25,38,1170
4876,2017,"
        T125","
Bryson DeChambeau
",91,3.25,52,1602
4877,2017,"
        T127","
Tom Hoge
",54,3.26,27,828
4878,2017,"
        T127","
Mackenzie Hughes
",106,3.26,61,1872
4879,2017,"
        T127","
Adam Scott
",58,3.26,34,1044
4880,2017,"
        130","
Graeme McDowell
",56,3.27,33,1008
4881,2017,"
        T131","
Billy Horschel
",88,3.29,51,1548
4882,2017,"
        T131","
Hideki Matsuyama
",83,3.29,45,1368
4883,2017,"
        T133","
Tag Ridings
",67,3.3,35,1062
4884,2017,"
        T133","
Chris Stroud
",67,3.3,35,1062
4885,2017,"
        135","
Sean O'Hair
",84,3.31,50,1512
4886,2017,"
        136","
Scott Stallings
",81,3.32,46,1386
4887,2017,"
        T137","
Morgan Hoffmann
",92,3.35,53,1584
4888,2017,"
        T137","
Johnson Wagner
",71,3.35,38,1134
4889,2017,"
        T139","
Ken Duke
",77,3.36,43,1278
4890,2017,"
        T139","
J.B. Holmes
",83,3.36,46,1368
4891,2017,"
        T141","
Sergio Garcia
",65,3.41,38,1116
4892,2017,"
        T141","
Sam Saunders
",76,3.41,43,1260
4893,2017,"
        143","
Steven Bowditch
",59,3.43,34,990
4894,2017,"
        T144","
Blayne Barber
",77,3.44,44,1278
4895,2017,"
        T144","
Patton Kizzire
",84,3.44,47,1368
4896,2017,"
        T144","
Brandt Snedeker
",53,3.44,31,900
4897,2017,"
        T144","
Tyrone Van Aswegen
",105,3.44,60,1746
4898,2017,"
        148","
Kevin Na
",86,3.46,51,1476
4899,2017,"
        149","
Emiliano Grillo
",90,3.51,55,1566
4900,2017,"
        150","
Robert Garrigus
",78,3.55,46,1296
4901,2017,"
        151","
Brett Stegmaier
",78,3.58,49,1368
4902,2017,"
        T152","
Rory McIlroy
",51,3.59,31,864
4903,2017,"
        T152","
Rory Sabbatini
",71,3.59,42,1170
4904,2017,"
        154","
Kevin Streelman
",90,3.6,57,1584
4905,2017,"
        T155","
Branden Grace
",70,3.62,41,1134
4906,2017,"
        T155","
C.T. Pan
",88,3.62,56,1548
4907,2017,"
        T155","
Bubba Watson
",71,3.62,41,1134
4908,2017,"
        T158","
Shane Lowry
",52,3.63,32,882
4909,2017,"
        T158","
Francesco Molinari
",75,3.63,47,1296
4910,2017,"
        160","
Jhonattan Vegas
",95,3.64,59,1620
4911,2017,"
        161","
Scott Piercy
",70,3.65,44,1206
4912,2017,"
        162","
Nick Taylor
",97,3.68,63,1710
4913,2017,"
        T163","
Byeong Hun An
",77,3.7,48,1296
4914,2017,"
        T163","
Miguel Angel Carballo
",63,3.7,38,1026
4915,2017,"
        T165","
Luke List
",102,3.74,66,1764
4916,2017,"
        T165","
Sebastián Muñoz
",51,3.74,33,882
4917,2017,"
        167","
Brandon Hagy
",85,3.75,52,1386
4918,2017,"
        168","
Cameron Percy
",71,3.76,44,1170
4919,2017,"
        169","
Kyle Stanley
",104,3.78,68,1800
4920,2017,"
        T170","
Ryan Brehm
",83,3.82,53,1386
4921,2017,"
        T170","
Jon Rahm
",90,3.82,57,1494
4922,2017,"
        172","
Russell Knox
",75,3.89,49,1260
4923,2017,"
        173","
Si Woo Kim
",80,3.93,53,1350
4924,2017,"
        T174","
Andres Gonzales
",73,3.95,49,1242
4925,2017,"
        T174","
Andrew Loupe
",55,3.95,37,936
4926,2017,"
        176","
Matt Every
",76,3.97,50,1260
4927,2017,"
        177","
Harold Varner III
",101,3.98,71,1782
4928,2017,"
        178","
Roberto Castro
",70,4.08,50,1224
4929,2017,"
        179","
Patrick Rodgers
",76,4.13,55,1332
4930,2017,"
        180","
Kevin Chappell
",95,4.14,67,1620
4931,2017,"
        181","
Hunter Mahan
",73,4.15,53,1278
4932,2017,"
        182","
Nicholas Lindheim
",58,4.17,42,1008
4933,2017,"
        183","
Jason Dufner
",89,4.2,62,1476
4934,2017,"
        184","
Gary Woodland
",94,4.24,68,1602
4935,2017,"
        185","
Rod Pampling
",71,4.38,56,1278
4936,2017,"
        186","
Brad Fritsch
",56,4.49,42,936
4937,2017,"
        T187","
Brett Drewitt
",57,4.51,43,954
4938,2017,"
        T187","
Ryan Palmer
",61,4.51,43,954
4939,2017,"
        189","
Jason Kokrak
",95,4.62,79,1710
4940,2017,"
        190","
Boo Weekley
",75,5.1,67,1314
4941,2018,"
        1","
Daniel Summerhays
",51,1.48,12,810
4942,2018,"
        2","
Greg Chalmers
",56,1.5,14,936
4943,2018,"
        3","
Kevin Kisner
",89,1.78,25,1404
4944,2018,"
        T4","
Peter Malnati
",87,1.81,27,1494
4945,2018,"
        T4","
Webb Simpson
",95,1.81,30,1656
4946,2018,"
        6","
Cameron Smith
",85,1.92,27,1404
4947,2018,"
        7","
Brian Stuard
",103,2,35,1746
4948,2018,"
        8","
Johnson Wagner
",75,2.01,25,1242
4949,2018,"
        9","
Dustin Johnson
",77,2.03,27,1332
4950,2018,"
        10","
Wesley Bryan
",69,2.07,25,1206
4951,2018,"
        11","
Nick Watney
",94,2.1,34,1620
4952,2018,"
        12","
Zac Blair
",64,2.11,22,1044
4953,2018,"
        13","
Andrew Landry
",82,2.15,31,1440
4954,2018,"
        T14","
Ian Poulter
",73,2.17,25,1152
4955,2018,"
        T14","
Kevin Streelman
",94,2.17,36,1656
4956,2018,"
        16","
Bill Haas
",76,2.18,29,1332
4957,2018,"
        17","
Hunter Mahan
",67,2.2,25,1134
4958,2018,"
        18","
Jason Day
",75,2.21,27,1224
4959,2018,"
        19","
Zach Johnson
",94,2.23,35,1566
4960,2018,"
        T20","
Brandt Snedeker
",84,2.24,33,1476
4961,2018,"
        T20","
Jimmy Walker
",81,2.24,31,1386
4962,2018,"
        T22","
Rickie Fowler
",74,2.25,30,1332
4963,2018,"
        T22","
Sam Saunders
",80,2.25,30,1332
4964,2018,"
        24","
Ben Crane
",65,2.26,24,1062
4965,2018,"
        T25","
Scott Brown
",102,2.27,40,1764
4966,2018,"
        T25","
J.T. Poston
",73,2.27,29,1278
4967,2018,"
        27","
Henrik Stenson
",60,2.28,23,1008
4968,2018,"
        28","
Brian Gay
",103,2.31,42,1818
4969,2018,"
        29","
Tony Finau
",105,2.32,41,1764
4970,2018,"
        30","
Alex Cejka
",77,2.33,29,1242
4971,2018,"
        31","
Ben Martin
",64,2.34,27,1152
4972,2018,"
        T32","
Harris English
",84,2.35,33,1404
4973,2018,"
        T32","
Troy Merritt
",89,2.35,36,1530
4974,2018,"
        34","
Nate Lashley
",51,2.36,20,846
4975,2018,"
        35","
Denny McCarthy
",71,2.38,27,1134
4976,2018,"
        T36","
Dominic Bozzelli
",65,2.39,28,1170
4977,2018,"
        T36","
Charles Howell III
",104,2.39,43,1800
4978,2018,"
        T36","
Kevin Na
",91,2.39,37,1548
4979,2018,"
        T36","
Patrick Reed
",94,2.39,37,1548
4980,2018,"
        T36","
Tyrone Van Aswegen
",101,2.39,40,1674
4981,2018,"
        41","
Kevin Tway
",110,2.4,45,1872
4982,2018,"
        T42","
Chesson Hadley
",103,2.41,43,1782
4983,2018,"
        T42","
Alex Noren
",67,2.41,26,1080
4984,2018,"
        44","
William McGirt
",84,2.42,34,1404
4985,2018,"
        45","
Jim Furyk
",50,2.43,21,864
4986,2018,"
        46","
Cameron Percy
",56,2.44,22,900
4987,2018,"
        T47","
Ricky Barnes
",65,2.45,26,1062
4988,2018,"
        T47","
Ben Silverman
",90,2.45,37,1512
4989,2018,"
        49","
Rory McIlroy
",64,2.46,27,1098
4990,2018,"
        50","
John Huh
",94,2.47,40,1620
4991,2018,"
        T51","
Beau Hossler
",104,2.51,47,1872
4992,2018,"
        T51","
Si Woo Kim
",108,2.51,47,1872
4993,2018,"
        53","
Chris Kirk
",108,2.52,48,1908
4994,2018,"
        54","
Michael Kim
",74,2.54,32,1260
4995,2018,"
        T55","
Phil Mickelson
",90,2.55,40,1566
4996,2018,"
        T55","
Ollie Schniederjans
",91,2.55,40,1566
4997,2018,"
        T57","
Mackenzie Hughes
",80,2.56,35,1368
4998,2018,"
        T57","
David Lingmerth
",82,2.56,36,1404
4999,2018,"
        T57","
Ryan Moore
",78,2.56,36,1404
5000,2018,"
        T57","
Sean O'Hair
",67,2.56,29,1134
5001,2018,"
        61","
Matt Kuchar
",88,2.57,37,1440
5002,2018,"
        T62","
Pat Perez
",82,2.59,35,1350
5003,2018,"
        T62","
Scott Stallings
",96,2.59,42,1620
5004,2018,"
        T62","
Steve Wheatcroft
",60,2.59,27,1044
5005,2018,"
        65","
Bubba Watson
",90,2.6,37,1422
5006,2018,"
        66","
Tiger Woods
",68,2.61,32,1224
5007,2018,"
        T67","
Billy Horschel
",86,2.64,39,1476
5008,2018,"
        T67","
Justin Thomas
",91,2.64,39,1476
5009,2018,"
        T69","
Abraham Ancer
",98,2.66,46,1728
5010,2018,"
        T69","
Trey Mullinax
",75,2.66,33,1242
5011,2018,"
        T69","
C.T. Pan
",104,2.66,47,1764
5012,2018,"
        72","
Tyrrell Hatton
",58,2.67,26,972
5013,2018,"
        73","
Justin Rose
",70,2.69,32,1188
5014,2018,"
        74","
Daniel Berger
",81,2.7,37,1368
5015,2018,"
        T75","
Aaron Baddeley
",84,2.71,38,1404
5016,2018,"
        T75","
Fabián Gómez
",88,2.71,41,1512
5017,2018,"
        T75","
Jamie Lovemark
",92,2.71,43,1584
5018,2018,"
        T75","
Seamus Power
",86,2.71,38,1404
5019,2018,"
        79","
Emiliano Grillo
",94,2.72,45,1656
5020,2018,"
        80","
Cody Gribble
",71,2.74,32,1170
5021,2018,"
        81","
Adam Hadwin
",92,2.75,44,1602
5022,2018,"
        T82","
Talor Gooch
",78,2.78,36,1296
5023,2018,"
        T82","
Robert Streb
",78,2.78,37,1332
5024,2018,"
        T84","
Stephan Jaeger
",81,2.81,38,1350
5025,2018,"
        T84","
Patrick Rodgers
",97,2.81,47,1674
5026,2018,"
        86","
Jonas Blixt
",67,2.82,31,1098
5027,2018,"
        T87","
Danny Lee
",88,2.84,44,1548
5028,2018,"
        T87","
Marc Leishman
",93,2.84,46,1620
5029,2018,"
        T89","
Derek Fathauer
",84,2.85,41,1440
5030,2018,"
        T89","
Russell Henley
",77,2.85,38,1332
5031,2018,"
        T89","
Charley Hoffman
",87,2.85,41,1440
5032,2018,"
        T89","
Anirban Lahiri
",82,2.85,42,1476
5033,2018,"
        T93","
Keegan Bradley
",98,2.87,48,1674
5034,2018,"
        T93","
Stewart Cink
",87,2.87,45,1566
5035,2018,"
        T93","
Brice Garnett
",99,2.87,49,1710
5036,2018,"
        T93","
Xander Schauffele
",96,2.87,48,1674
5037,2018,"
        T93","
Michael Thompson
",62,2.87,30,1044
5038,2018,"
        98","
Chris Stroud
",81,2.89,38,1314
5039,2018,"
        T99","
Bronson Burgoon
",69,2.9,36,1242
5040,2018,"
        T99","
Kelly Kraft
",94,2.9,48,1656
5041,2018,"
        101","
Austin Cook
",107,2.91,56,1926
5042,2018,"
        T102","
Whee Kim
",93,2.93,47,1602
5043,2018,"
        T102","
Patton Kizzire
",92,2.93,47,1602
5044,2018,"
        T104","
Bud Cauley
",55,2.94,28,954
5045,2018,"
        T104","
Sung Kang
",89,2.94,45,1530
5046,2018,"
        T106","
Billy Hurley III
",70,2.95,34,1152
5047,2018,"
        T106","
J.J. Spaun
",85,2.95,42,1422
5048,2018,"
        T108","
Paul Casey
",74,2.97,38,1278
5049,2018,"
        T108","
Jason Kokrak
",99,2.97,53,1782
5050,2018,"
        T108","
Chez Reavie
",93,2.97,46,1548
5051,2018,"
        111","
Conrad Shindler
",60,2.98,30,1008
5052,2018,"
        112","
Retief Goosen
",60,2.99,28,936
5053,2018,"
        T113","
Andrew Putnam
",97,3,48,1602
5054,2018,"
        T113","
Shawn Stefani
",76,3,40,1332
5055,2018,"
        T115","
Ryan Armour
",109,3.01,58,1926
5056,2018,"
        T115","
Brett Stegmaier
",67,3.01,33,1098
5057,2018,"
        T117","
Kiradech Aphibarnrat
",51,3.02,25,828
5058,2018,"
        T117","
Roberto Díaz
",72,3.02,37,1224
5059,2018,"
        T117","
Richy Werenski
",98,3.02,50,1656
5060,2018,"
        120","
Tommy Fleetwood
",73,3.03,36,1188
5061,2018,"
        121","
J.B. Holmes
",77,3.04,41,1350
5062,2018,"
        122","
James Hahn
",85,3.05,45,1476
5063,2018,"
        123","
Nicholas Lindheim
",77,3.06,38,1242
5064,2018,"
        T124","
Rod Pampling
",62,3.07,32,1044
5065,2018,"
        T124","
Charl Schwartzel
",65,3.07,32,1044
5066,2018,"
        T126","
Brandon Harkins
",101,3.1,53,1710
5067,2018,"
        T126","
Francesco Molinari
",73,3.1,39,1260
5068,2018,"
        128","
Byeong Hun An
",86,3.11,47,1512
5069,2018,"
        129","
Ted Potter Jr.
",87,3.13,49,1566
5070,2018,"
        130","
Jonathan Byrd
",70,3.14,35,1116
5071,2018,"
        131","
Jonathan Randolph
",71,3.16,37,1170
5072,2018,"
        132","
Ryan Palmer
",69,3.17,36,1134
5073,2018,"
        133","
D.A. Points
",63,3.19,35,1098
5074,2018,"
        134","
Russell Knox
",94,3.21,52,1620
5075,2018,"
        135","
Kyle Stanley
",93,3.22,51,1584
5076,2018,"
        T136","
Blayne Barber
",69,3.23,39,1206
5077,2018,"
        T136","
Martin Flores
",92,3.23,50,1548
5078,2018,"
        138","
Martin Piller
",79,3.25,45,1386
5079,2018,"
        T139","
J.J. Henry
",81,3.26,44,1350
5080,2018,"
        T139","
Adam Schenk
",86,3.26,47,1440
5081,2018,"
        141","
Jordan Spieth
",81,3.29,45,1368
5082,2018,"
        142","
Branden Grace
",67,3.3,38,1152
5083,2018,"
        143","
Harold Varner III
",91,3.31,53,1602
5084,2018,"
        144","
Luke List
",98,3.33,57,1710
5085,2018,"
        145","
Ryan Blaum
",81,3.35,47,1404
5086,2018,"
        146","
Rory Sabbatini
",91,3.37,54,1602
5087,2018,"
        147","
Nick Taylor
",94,3.4,55,1620
5088,2018,"
        148","
Peter Uihlein
",83,3.42,48,1404
5089,2018,"
        149","
Lanto Griffin
",80,3.45,46,1332
5090,2018,"
        150","
Shane Lowry
",64,3.47,35,1008
5091,2018,"
        151","
Matt Jones
",70,3.49,39,1116
5092,2018,"
        152","
Rob Oppenheim
",74,3.51,43,1224
5093,2018,"
        T153","
Jon Rahm
",71,3.54,42,1188
5094,2018,"
        T153","
Gary Woodland
",96,3.54,58,1638
5095,2018,"
        155","
Hideki Matsuyama
",75,3.55,46,1296
5096,2018,"
        T156","
Bryson DeChambeau
",93,3.58,60,1674
5097,2018,"
        T156","
Brooks Koepka
",64,3.58,40,1116
5098,2018,"
        T156","
Graeme McDowell
",67,3.58,38,1062
5099,2018,"
        T159","
Joel Dahmen
",93,3.59,55,1530
5100,2018,"
        T159","
Martin Laird
",73,3.59,42,1170
5101,2018,"
        161","
Aaron Wise
",90,3.6,57,1584
5102,2018,"
        162","
David Hearn
",66,3.61,39,1080
5103,2018,"
        T163","
Matt Atkins
",56,3.63,34,936
5104,2018,"
        T163","
Matt Every
",79,3.63,49,1350
5105,2018,"
        165","
Tom Hoge
",101,3.64,61,1674
5106,2018,"
        166","
Rafa Cabrera Bello
",75,3.65,46,1260
5107,2018,"
        167","
Vaughn Taylor
",83,3.66,52,1422
5108,2018,"
        T168","
Patrick Cantlay
",87,3.68,53,1440
5109,2018,"
        T168","
Ethan Tracy
",72,3.68,45,1224
5110,2018,"
        T168","
Jhonattan Vegas
",92,3.68,59,1602
5111,2018,"
        T171","
Brian Harman
",94,3.7,60,1620
5112,2018,"
        T171","
Tom Lovelady
",87,3.7,54,1458
5113,2018,"
        T171","
Andrew Yun
",51,3.7,30,810
5114,2018,"
        174","
Brendan Steele
",74,3.73,45,1206
5115,2018,"
        175","
Cameron Tringale
",67,3.79,43,1134
5116,2018,"
        176","
Sam Ryder
",82,3.82,55,1440
5117,2018,"
        177","
Kyle Thompson
",50,3.86,32,828
5118,2018,"
        178","
Corey Conners
",97,3.88,65,1674
5119,2018,"
        179","
Lucas Glover
",65,3.92,43,1098
5120,2018,"
        180","
Robert Garrigus
",80,3.95,54,1368
5121,2018,"
        181","
Scott Piercy
",84,3.96,57,1440
5122,2018,"
        182","
Louis Oosthuizen
",62,4.01,39,972
5123,2018,"
        183","
Tyler Duncan
",97,4.06,68,1674
5124,2018,"
        184","
Keith Mitchell
",99,4.18,73,1746
5125,2018,"
        185","
Chad Campbell
",87,4.22,60,1422
5126,2018,"
        186","
Kevin Chappell
",77,4.28,57,1332
5127,2018,"
        187","
Hudson Swafford
",73,4.39,53,1206
5128,2018,"
        188","
Jason Dufner
",71,4.43,51,1152
5129,2018,"
        189","
Xinjun Zhang
",81,4.52,61,1350
5130,2018,"
        190","
Adam Scott
",78,4.56,64,1404
5131,2018,"
        191","
Grayson Murray
",72,4.63,60,1296
5132,2018,"
        192","
Zecheng Dou
",53,4.88,43,882
5133,2018,"
        193","
Satoshi Kodaira
",51,5.44,47,864
5134,2019,"
        1","
Wyndham Clark
",87,1.44,22,1530
5135,2019,"
        2","
Webb Simpson
",81,1.57,22,1404
5136,2019,"
        3","
Hudson Swafford
",59,1.66,17,1026
5137,2019,"
        4","
Peter Malnati
",87,1.67,25,1494
5138,2019,"
        5","
Dominic Bozzelli
",73,1.74,21,1206
5139,2019,"
        6","
Dustin Johnson
",73,1.75,22,1260
5140,2019,"
        7","
Brice Garnett
",87,1.76,27,1530
5141,2019,"
        8","
Justin Rose
",66,1.79,20,1116
5142,2019,"
        9","
Rory McIlroy
",72,1.8,22,1224
5143,2019,"
        10","
Kevin Kisner
",97,1.81,28,1548
5144,2019,"
        11","
Rickie Fowler
",76,1.83,25,1368
5145,2019,"
        12","
Patton Kizzire
",76,1.88,25,1332
5146,2019,"
        13","
Sergio Garcia
",53,1.89,15,792
5147,2019,"
        14","
Jonas Blixt
",82,1.9,26,1368
5148,2019,"
        15","
Brian Harman
",91,1.94,31,1602
5149,2019,"
        T16","
Harris English
",97,1.95,32,1638
5150,2019,"
        T16","
Vaughn Taylor
",93,1.95,32,1638
5151,2019,"
        18","
Brandt Snedeker
",102,1.96,35,1782
5152,2019,"
        19","
Sam Burns
",80,1.99,28,1404
5153,2019,"
        20","
Ollie Schniederjans
",77,2,27,1350
5154,2019,"
        21","
Aaron Baddeley
",55,2.02,20,990
5155,2019,"
        22","
Nate Lashley
",70,2.04,25,1224
5156,2019,"
        T23","
Patrick Cantlay
",77,2.08,27,1296
5157,2019,"
        T23","
Patrick Reed
",93,2.08,33,1584
5158,2019,"
        25","
Bill Haas
",77,2.09,26,1242
5159,2019,"
        26","
Cody Gribble
",74,2.1,25,1188
5160,2019,"
        T27","
Tony Finau
",89,2.12,32,1512
5161,2019,"
        T27","
Matt Jones
",88,2.12,32,1512
5162,2019,"
        29","
Denny McCarthy
",89,2.13,31,1458
5163,2019,"
        T30","
Patrick Rodgers
",55,2.18,20,918
5164,2019,"
        T30","
Cameron Smith
",79,2.18,29,1332
5165,2019,"
        T32","
Daniel Berger
",70,2.19,26,1188
5166,2019,"
        T32","
Troy Merritt
",69,2.19,24,1098
5167,2019,"
        34","
Jon Rahm
",75,2.21,27,1224
5168,2019,"
        35","
Billy Horschel
",99,2.23,37,1656
5169,2019,"
        36","
Scott Langley
",78,2.25,30,1332
5170,2019,"
        T37","
Jason Day
",69,2.26,26,1152
5171,2019,"
        T37","
Zach Johnson
",64,2.26,26,1152
5172,2019,"
        39","
Andrew Putnam
",81,2.27,31,1368
