stat_id,year,player_id,events,rounds_total,rounds_measured,sg_total_avg_m,sg_total,sg_tee2green_avg_m,sg_tee2green_total,sg_putting_avg_m,sg_putting_total,sg_app_green_avg_m,sg_app_green_total,sg_off_tee_avg_m,sg_off_tee_total,sg_approach_avg_m,sg_around_green_avg_m,app_avg_proximity,app_total_distance,app_attempts,avg_score_stroke_differential,avg_score_player,avg_score_field,finish_top_10,finish_1st,finish_2nd,finish_3rd,distance_measured_avg,distance_measured_total,distance_measured_num_drives,distance_all_rank_total,distance_all_avg,distance_all_total,distance_all_num_drives,fairway_accuracy_percent,fairways_hit,fairways_possible,fairways_missed_other_percent,fairways_missed_other_total,fairways_missed_other_possible,fairways_missed_other_relative_to_par,total_putting
6546,2011,1706,22,70,52,0.389,20.233,0.708,36.79,-0.318,-16.557,0.528,27.453,0.245,12.745,0.528,-0.065,33' 3,30904.583,929,0.39,70.76,71.15,2,0,0,0,298.5,41783,140,37,287.4,209245,728,59.45,582,979,4.44,32,720,0.44,201.5
6547,2011,1766,29,94,85,0.385,32.704,0.621,52.806,-0.237,-20.104,0.116,9.877,0.213,18.122,0.116,0.292,35' 2,53645.75,1525,0.36,70.41,70.77,2,0,0,0,283.3,50999,180,T140,277.2,329082,1187,70.41,885,1257,1.19,14,1181,0.71,297.4
6548,2011,25632,24,79,76,0.376,28.606,0.155,11.743,0.222,16.859,0.271,20.627,-0.285,-21.665,0.271,0.168,36' 9,50090.667,1364,0.45,70.66,71.11,4,0,0,0,298.8,47213,158,T62,284.7,302348,1062,53.13,586,1103,3.47,36,1038,0.56,185.3
6549,2011,23353,28,96,79,0.372,29.403,0.233,18.438,0.139,10.963,0.08,6.356,0.239,18.867,0.08,-0.086,37' 8,53437.75,1418,0.44,70.72,71.16,1,0,0,0,291.1,53561,184,T103,281.3,309460,1100,66.43,851,1281,1.64,18,1096,0.56,206
6550,2011,10505,20,62,52,0.367,19.061,0.22,11.454,0.146,7.603,0.199,10.34,-0.245,-12.746,0.199,0.267,32' 7,30389.583,932,0.1,70.55,70.65,2,0,0,0,280.1,31370,112,153,275.7,200715,728,67.05,525,783,1.8,13,722,0.54,198.3
6551,2011,25818,23,78,63,0.346,21.785,0.104,6.544,0.242,15.24,0.24,15.122,0.201,12.641,0.24,-0.337,35' 7,40058.833,1126,0.3,70.83,71.13,3,1,0,0,305.4,45204,148,13,292.5,257957,882,56.81,588,1035,2.89,25,864,0.56,186.1
6552,2011,22378,25,84,67,0.333,22.3,0.036,2.422,0.297,19.875,0.085,5.728,-0.299,-20.046,0.085,0.25,35' 11,43057.917,1200,0.49,70.62,71.11,2,0,0,0,288.5,48465,168,138,277.7,259369,934,61.74,723,1171,2.71,25,922,0.32,166.4
6553,2011,20160,25,83,77,0.305,23.513,-0.502,-38.692,0.808,62.204,-0.608,-46.838,-0.133,-10.214,-0.608,0.239,37' 9,51993.5,1376,0.31,70.76,71.07,1,0,1,0,285.8,47443,166,T148,276.2,297188,1076,61.35,711,1159,2.36,25,1061,0.32,33.8
6554,2011,25240,26,89,74,0.297,21.995,0.071,5.227,0.227,16.766,-0.097,-7.205,0.044,3.226,-0.097,0.124,36' 7,48371.583,1321,0.5,70.81,71.31,3,1,0,0,287.4,51162,178,112,280.1,289604,1034,66.45,826,1243,2.34,24,1025,0.67,177.3
6555,2011,24604,30,96,85,0.282,23.969,-0.082,-6.947,0.364,30.913,-0.141,-11.993,-0.015,-1.238,-0.141,0.074,35' 10,54590.833,1522,0.38,70.64,71.02,4,0,0,1,288.5,53082,184,T117,279.7,331679,1186,63.76,818,1283,2.97,35,1178,0.46,164.4
6556,2011,28620,18,58,49,0.28,13.717,0.186,9.125,0.094,4.591,0.453,22.201,-0.176,-8.639,0.453,-0.091,34' 7,30494.083,882,0.19,70.6,70.79,NULL,NULL,NULL,NULL,282.6,29388,104,158,274.8,188528,686,70.29,511,727,1.62,11,678,0.55,218.3
6557,2011,33141,28,91,77,0.279,21.455,0.272,20.924,0.007,0.528,-0.33,-25.443,0.683,52.628,-0.33,-0.081,35' 7,48920.333,1375,0.73,70.63,71.36,4,2,0,0,300.7,52319,174,T26,289.6,311062,1074,61.5,746,1213,1.8,19,1058,0.58,216.8
6558,2011,30750,34,104,91,0.27,24.613,0.158,14.417,0.112,10.192,0.167,15.228,0.245,22.277,0.167,-0.254,34' 6,56252.417,1632,0.16,70.79,70.95,7,0,0,4,296.7,59331,200,46,286.5,363623,1269,58.97,822,1394,3.98,50,1256,0.76,177.1
6559,2011,24663,18,63,42,0.27,11.358,0.003,0.124,0.267,11.232,-0.111,-4.647,0.152,6.379,-0.111,-0.038,34' 3,25623.083,748,0.62,70.8,71.42,5,0,1,1,290.2,34239,118,T99,281.6,165580,588,62.23,514,826,2.77,16,578,0.56,96.9
6560,2011,20766,18,60,45,0.245,11.01,0.007,0.322,0.237,10.685,0.209,9.404,-0.392,-17.644,0.209,0.19,36' 4,29322.083,807,0.12,70.88,71,3,0,0,0,294.7,34778,118,T70,284,178359,628,52.98,436,823,4.11,25,609,0.76,170.2
6561,2011,33419,32,110,97,0.239,23.215,0.042,4.084,0.197,19.129,-0.133,-12.943,0.154,14.929,-0.133,0.022,38' 2,66299.75,1739,0.21,70.65,70.86,4,0,0,0,294.3,62400,212,T62,284.7,385542,1354,60.99,902,1479,2.91,39,1339,0.41,155.2
6562,2011,24138,16,52,39,0.238,9.3,-0.032,-1.233,0.27,10.533,0.222,8.673,-0.354,-13.799,0.222,0.1,33' 11,23784.583,702,0.26,70.9,71.16,1,0,0,0,282.8,28850,102,T165,273.7,150534,550,64.76,465,718,2.94,16,545,0.38,100.8
6563,2011,24846,23,78,64,0.224,14.333,0.704,45.066,-0.48,-30.734,0.584,37.364,-0.011,-0.72,0.584,0.132,34' 8,39766.25,1148,0.3,70.9,71.2,2,0,0,0,293.3,45750,156,T94,281.9,251496,892,58.55,637,1088,3.86,34,881,0.53,333.7
6564,2011,26758,26,88,76,0.222,16.899,-0.001,-0.055,0.223,16.952,0.016,1.237,0.217,16.462,0.016,-0.234,33' 8,45861.667,1362,0.23,70.4,70.63,3,0,0,0,290.9,46551,160,107,280.8,298745,1064,63.36,709,1119,1.42,15,1053,0.53,166.3
6565,2011,25572,16,50,37,0.197,7.304,0.066,2.43,0.132,4.874,0.029,1.089,0.301,11.137,0.029,-0.265,34' 10,22982,659,0.17,71.19,71.36,3,0,0,1,289.5,27213,94,T113,279.9,146114,522,66.31,439,662,2.33,12,516,0.5,215
6566,2011,28475,26,92,73,0.196,14.279,0.042,3.056,0.154,11.22,-0.119,-8.707,0.402,29.349,-0.119,-0.241,37' 3,48763.333,1308,0.14,71,71.14,4,0,0,1,295.3,53750,182,30,289.3,295058,1020,60.46,769,1272,2.88,29,1006,0.38,131.3
6567,2011,22621,23,66,62,0.19,11.799,-0.049,-3.023,0.239,14.82,-0.063,-3.886,-0.046,-2.824,-0.063,0.06,34' 7,38447.167,1113,0.1,70.91,71.01,NULL,NULL,NULL,NULL,276.7,36522,132,180,271.5,235092,866,71.91,663,922,1.85,16,865,1,160.2
6568,2011,20848,17,50,35,0.172,6.037,-0.337,-11.796,0.509,17.831,0.126,4.402,0.217,7.588,0.126,-0.679,36' 8,22761.083,621,0.5,71.02,71.52,3,0,0,0,301.6,27747,92,15,292.2,143162,490,54.97,354,644,4.97,24,483,0.46,97.7
6569,2011,23788,30,91,83,0.169,14.035,0.984,81.698,-0.815,-67.666,0.405,33.626,0.565,46.857,0.405,0.015,34' 10,51743.417,1487,0.11,70.7,70.81,1,0,0,0,298.6,54349,182,T23,290.2,336004,1158,59.81,759,1269,2.48,28,1131,0.43,365.5
6570,2011,31202,32,103,92,0.162,14.889,-0.023,-2.145,0.185,17.03,-0.021,-1.899,-0.039,-3.547,-0.021,0.036,35' 10,58898.083,1644,0.24,70.6,70.84,NULL,NULL,NULL,NULL,289.9,57398,198,109,280.4,360335,1285,60.78,840,1382,2.2,28,1271,0.71,176.9
6571,2011,6522,21,71,59,0.16,9.428,0.865,51.033,-0.705,-41.606,0.635,37.484,0.121,7.133,0.635,0.109,34' 8,36753.583,1059,0.03,71.2,71.23,1,0,0,0,288.1,39753,138,T92,282,234069,830,60.1,583,970,2.43,20,824,0.45,333.7
6572,2011,28087,29,92,83,0.152,12.652,0.592,49.176,-0.44,-36.524,0.576,47.846,-0.078,-6.512,0.576,0.095,33' 5,49720.5,1488,0.13,70.65,70.78,3,0,1,0,284.9,51276,180,152,275.8,319343,1158,63.11,792,1255,2.81,32,1140,0.28,315.5
6573,2011,24358,26,83,69,0.139,9.57,0.523,36.071,-0.384,-26.499,0.28,19.33,0.662,45.673,0.28,-0.419,34' 11,42921.25,1229,0.25,70.95,71.2,3,0,1,1,313.4,52026,166,4,299.9,290316,968,52.97,616,1163,3.81,36,944,0.53,296.5
6574,2011,12782,28,85,77,0.122,9.394,-0.026,-2.04,0.148,11.431,-0.122,-9.371,-0.125,-9.647,-0.122,0.221,36' 8,50514.583,1379,0.3,70.71,71.01,3,0,0,1,291.8,47269,162,T92,282,303453,1076,57.29,648,1131,2.92,31,1062,0.68,179.8
6575,2011,22961,25,83,70,0.095,6.637,-0.12,-8.392,0.215,15.023,0.003,0.218,-0.091,-6.349,0.003,-0.032,33' 11,42379,1251,0.09,70.83,70.92,1,0,0,0,282,43422,154,T168,273.5,267727,979,66.82,719,1076,1.54,15,973,1.07,152
6576,2011,27770,25,69,57,0.091,5.159,0.284,16.211,-0.194,-11.053,0.399,22.77,-0.125,-7.143,0.399,0.01,35' 9,36526.833,1021,0,71.4,71.4,4,0,0,1,294.4,40041,136,106,281,224271,798,57.98,552,952,3.32,26,784,0.81,296
6577,2011,27330,31,104,92,0.085,7.797,0.174,16.006,-0.089,-8.21,-0.39,-35.888,0.632,58.14,-0.39,-0.068,36' 2,59615.583,1647,-0.01,70.87,70.86,2,0,0,0,302.3,59244,196,T20,291,373893,1285,61.48,841,1368,3.46,44,1272,0.25,196.5
6578,2011,23325,27,89,83,0.077,6.376,-0.076,-6.326,0.153,12.699,0.191,15.813,-0.294,-24.424,0.191,0.028,34' 5,51088,1484,0.14,70.8,70.94,NULL,NULL,NULL,NULL,284.1,50571,178,T133,278.2,322186,1158,64.22,797,1241,3.48,40,1149,0.9,164.4
6579,2011,23548,28,92,77,0.06,4.61,0.057,4.37,0.003,0.239,0.027,2.106,0.156,11.978,0.027,-0.126,35' 6,49044.917,1382,0.22,70.7,70.92,NULL,NULL,NULL,NULL,291.5,51298,176,T65,284.5,306090,1076,61.11,751,1229,3.46,37,1068,0.62,250.3
6580,2011,30692,28,84,69,0.059,4.056,0.213,14.706,-0.154,-10.651,0.244,16.866,0.443,30.584,0.244,-0.475,33' 11,41999.5,1238,-0.02,71.04,71.02,2,1,0,1,303.7,47374,156,12,292.6,281155,961,56.91,618,1086,3.48,33,947,0.64,217.8
6581,2011,27963,28,88,78,0.057,4.414,0.212,16.521,-0.155,-12.11,0.23,17.957,-0.06,-4.656,0.23,0.041,34' 3,47786.333,1396,0.18,70.6,70.78,2,0,0,0,291.2,48916,168,78,283.6,308525,1088,60.03,703,1171,2.88,31,1076,0.39,234.2
6582,2011,26951,25,81,70,0.057,4.01,-0.37,-25.9,0.427,29.91,-0.119,-8.317,-0.059,-4.108,-0.119,-0.192,36' 3,45460.25,1253,0.26,70.75,71.01,1,1,0,0,282.2,43455,154,164,273.8,267801,978,67.35,724,1075,1.95,19,973,0.63,167.2
6583,2011,26851,27,87,80,0.026,2.046,0.125,9.985,-0.099,-7.943,0.034,2.713,-0.116,-9.246,0.034,0.207,36' 6,52086.083,1427,0.1,71.07,71.17,2,0,0,1,296,51496,174,T49,285.9,319053,1116,54.41,660,1213,3.67,40,1090,0.55,229.6
6584,2011,24490,21,69,58,-0.002,-0.132,0.016,0.932,-0.018,-1.067,0.039,2.263,0.13,7.523,0.039,-0.153,35' 0,36425.333,1041,0.18,70.59,70.77,4,0,2,0,295,35991,122,T70,284,229446,808,59.95,509,849,2.26,18,796,0.5,148.3
6585,2011,29518,27,89,77,-0.006,-0.453,0.054,4.172,-0.06,-4.624,0.209,16.123,0.118,9.099,0.209,-0.273,34' 6,47514.25,1378,0.08,70.98,71.06,3,1,0,0,292.8,50943,174,T76,283.7,304942,1075,64.83,787,1214,2.91,31,1064,0.65,166.5
6586,2011,8375,24,78,65,-0.02,-1.331,-0.345,-22.393,0.324,21.06,-0.014,-0.926,-0.529,-34.411,-0.014,0.199,36' 1,41941.083,1162,-0.06,71,70.94,NULL,NULL,NULL,NULL,283.9,40875,144,T129,278.4,253053,909,59.05,594,1006,3.68,33,896,0.88,191.1
6587,2011,6251,31,93,82,-0.021,-1.757,0.123,10.116,-0.145,-11.876,0.383,31.432,-0.313,-25.674,0.383,0.053,34' 0,50064.333,1471,0.12,70.83,70.95,NULL,NULL,NULL,NULL,277.9,49475,178,176,272.4,311912,1145,66.67,828,1242,1.85,21,1136,1.14,264.8
6588,2011,22293,29,89,74,-0.036,-2.651,0.457,33.838,-0.493,-36.491,0.339,25.113,0.192,14.203,0.339,-0.074,31' 11,42282.667,1324,-0.01,70.64,70.63,NULL,NULL,NULL,NULL,281.9,49612,176,151,276,286185,1037,74.92,923,1232,1.07,11,1032,0.91,283
6589,2011,32150,25,79,69,-0.052,-3.563,-0.499,-34.462,0.448,30.897,-0.321,-22.163,-0.335,-23.087,-0.321,0.156,34' 11,43207.25,1236,0.1,70.7,70.8,2,0,0,1,291,42486,146,T99,281.6,271993,966,60.14,614,1021,3.49,33,946,0.55,111.3
6590,2011,29718,26,72,58,-0.071,-4.144,-0.31,-17.994,0.239,13.848,0.103,5.956,-0.455,-26.412,0.103,0.043,38' 1,39716.833,1042,0.17,71.18,71.35,2,0,0,0,294.2,41774,142,T41,286.9,234075,816,46.99,469,998,5.27,41,778,0.44,159.6
6591,2011,27939,21,59,48,-0.084,-4.041,-0.52,-24.95,0.436,20.905,-0.188,-9.021,-0.363,-17.412,-0.188,0.031,35' 1,30291.833,863,-0.61,71.25,70.64,3,0,0,1,285.4,31399,110,150,276.1,185294,671,64.45,495,768,1.5,10,667,0.7,166.5
6592,2011,1116,24,74,59,-0.086,-5.059,0.11,6.479,-0.196,-11.54,0.448,26.436,-0.572,-33.756,0.448,0.234,35' 0,36971.667,1056,0.07,70.77,70.84,1,1,0,0,290.7,40703,140,T115,279.8,229979,822,57.03,556,975,4.35,35,805,0.69,237.2
6593,2011,24140,24,71,60,-0.089,-5.352,0.164,9.81,-0.253,-15.165,0.14,8.422,-0.122,-7.306,0.14,0.145,35' 7,38309.083,1077,-0.1,71.29,71.19,1,1,0,0,294.6,41241,140,T89,282.2,236468,838,55.78,545,977,3.85,32,831,0.63,223.8
6594,2011,20127,25,76,68,-0.091,-6.171,0.201,13.651,-0.292,-19.826,-0.301,-20.482,-0.087,-5.947,-0.301,0.59,35' 0,42620,1219,-0.06,70.97,70.91,1,0,0,0,279.3,40221,144,T160,274.4,260092,948,70.19,704,1003,1.91,18,942,0.94,321.8
6595,2011,10860,26,82,74,-0.099,-7.322,0.011,0.823,-0.11,-8.148,-0.07,-5.176,-0.257,-19.016,-0.07,0.338,34' 8,45962.75,1325,0.02,71.1,71.12,1,0,1,0,280.1,45944,164,T165,273.7,281908,1030,65.29,745,1141,2.64,27,1021,0.63,211.1
6596,2011,31193,22,65,53,-0.111,-5.893,-0.261,-13.808,0.149,7.912,-0.188,-9.983,0.162,8.562,-0.188,-0.234,35' 6,33598.833,946,-0.2,71.09,70.89,2,0,0,0,296.8,33836,114,34,288.2,213809,742,59.1,471,797,2.74,20,730,1.05,207.8
6597,2011,21350,29,83,76,-0.117,-8.863,0.04,3.074,-0.157,-11.936,-0.085,-6.479,-0.211,-16.048,-0.085,0.337,37' 1,50511.833,1363,-0.08,71.01,70.93,2,0,0,2,283.4,47048,166,145,276.6,293161,1060,60.36,699,1158,3.22,34,1055,0.56,248.4
6598,2011,1948,29,88,77,-0.119,-9.179,-0.296,-22.805,0.177,13.623,-0.247,-19.05,-0.316,-24.34,-0.247,0.267,36' 8,50628.833,1381,-0.21,71.09,70.88,NULL,NULL,NULL,NULL,280.5,47118,168,154,275.3,295725,1074,64.73,758,1171,3.12,33,1057,0.67,154.4
6599,2011,23320,24,82,60,-0.125,-7.483,-0.078,-4.674,-0.047,-2.812,-0.064,-3.854,-0.06,-3.628,-0.064,0.047,37' 6,40355.583,1076,0.34,70.9,71.24,3,0,1,0,299.5,47915,160,T23,290.2,243158,838,53.76,601,1118,5.51,45,816,0.56,210.3
6600,2011,20472,21,59,47,-0.138,-6.483,0.527,24.77,-0.665,-31.253,0.259,12.185,-0.145,-6.813,0.259,0.413,33' 1,27633.75,835,0.13,71.25,71.38,NULL,NULL,NULL,NULL,280.3,33076,118,177,272.3,177520,652,66.42,544,819,2.95,19,644,0.47,335.9
6601,2011,24507,22,74,67,-0.144,-9.64,-0.075,-5.051,-0.069,-4.592,0.167,11.17,-0.103,-6.917,0.167,-0.139,33' 6,40126.917,1199,-0.09,70.73,70.64,NULL,NULL,NULL,NULL,284.9,39879,140,T133,278.2,262032,942,67.48,664,984,2.35,22,936,0.91,234.3
6602,2011,27120,28,91,81,-0.162,-13.144,-0.013,-1.018,-0.15,-12.127,-0.089,-7.207,0.295,23.892,-0.089,-0.218,35' 2,50953.25,1449,0.02,70.95,70.97,2,0,1,0,300.2,52230,174,22,290.7,328156,1129,58.83,713,1212,3.69,41,1110,0.59,239.8
6603,2011,28486,21,67,53,-0.162,-8.576,-0.585,-31,0.423,22.422,-0.418,-22.147,0.02,1.066,-0.418,-0.187,37' 5,35336.083,944,0.03,71.15,71.18,NULL,NULL,NULL,NULL,297.2,37445,126,T52,285.7,211428,740,54.72,481,879,3.46,25,723,0.6,138.1
6604,2011,27064,25,84,70,-0.172,-12.01,0.143,10.026,-0.315,-22.038,-0.246,-17.244,0.507,35.477,-0.246,-0.117,38' 3,47916.583,1253,0.07,70.88,70.95,3,1,0,1,304.9,48778,160,7,295.2,288710,978,54.65,611,1118,3.04,29,955,0.21,305.6
6605,2011,10733,25,76,67,-0.177,-11.878,-0.205,-13.735,0.028,1.854,-0.008,-0.535,-0.059,-3.983,-0.008,-0.137,35' 3,42362.917,1201,-0.19,71.04,70.85,NULL,NULL,NULL,NULL,285,40474,142,147,276.3,258023,934,66.13,654,989,2.05,19,927,0.68,209.4
6606,2011,31557,22,69,57,-0.18,-10.244,0.165,9.383,-0.344,-19.628,0.011,0.599,0.244,13.933,0.011,-0.09,35' 6,36260.25,1021,-0.22,71.1,70.88,NULL,NULL,NULL,NULL,301.7,36806,122,31,289.1,230672,798,56.98,486,853,2.78,22,792,0.5,307.8
6607,2011,27974,21,63,51,-0.184,-9.383,-0.143,-7.269,-0.042,-2.117,-0.003,-0.15,0.135,6.881,-0.003,-0.274,35' 1,32156.167,916,0.2,70.9,71.1,2,0,0,1,294.2,34712,118,68,284.3,203008,714,61.82,510,825,2.7,19,705,0.84,261.7
6608,2011,29420,25,75,62,-0.192,-11.918,-0.168,-10.438,-0.024,-1.48,-0.29,-17.96,0.31,19.222,-0.29,-0.189,36' 3,40212.917,1110,-0.39,71.2,70.81,2,0,0,0,291,40162,138,75,283.8,245460,865,66.22,637,962,3.37,29,861,0.52,236.3
6609,2011,23409,24,71,61,-0.209,-12.753,-0.184,-11.227,-0.025,-1.527,-0.226,-13.778,-0.243,-14.823,-0.226,0.285,38' 6,41975.917,1091,-0.13,71.18,71.05,2,0,0,0,298.5,38802,130,40,287,244545,852,55.79,506,907,5.5,46,836,0.48,222.3
6610,2011,26679,27,88,73,-0.218,-15.92,0.208,15.156,-0.426,-31.076,0.4,29.176,0.109,7.972,0.4,-0.301,33' 7,43834.583,1304,-0.12,71.01,70.89,1,0,0,0,293.2,46910,160,56,285.3,289886,1016,63.25,704,1113,3.29,33,1003,0.67,332.1
6611,2011,12602,22,62,57,-0.22,-12.528,-0.712,-40.571,0.492,28.04,0.073,4.148,-0.863,-49.19,0.073,0.079,34' 6,35184.917,1020,-0.1,71.1,71,NULL,NULL,NULL,NULL,276.8,34319,124,183,270,213869,792,65.27,562,861,2.43,19,781,1.42,111.8
6612,2011,6621,25,71,64,-0.233,-14.884,0.629,40.246,-0.861,-55.134,0.494,31.596,0.382,24.43,0.494,-0.246,32' 3,36973.25,1145,-0.4,71.27,70.87,NULL,NULL,NULL,NULL,283.6,39143,138,T148,276.2,246071,891,75.65,727,961,0.79,7,883,0.43,353.7
6613,2011,23497,28,87,74,-0.237,-17.529,-0.302,-22.377,0.066,4.847,-0.165,-12.209,0.114,8.429,-0.165,-0.251,37' 6,49627.5,1322,-0.31,71.16,70.85,NULL,NULL,NULL,NULL,303.3,49131,162,14,292.3,301990,1033,56.99,644,1130,4.22,43,1019,0.84,164.2
6614,2011,7457,27,88,78,-0.255,-19.868,-0.575,-44.853,0.32,24.983,-0.367,-28.636,-0.46,-35.917,-0.367,0.253,37' 3,52016.5,1395,-0.24,71.2,70.96,1,0,0,1,282.5,47462,168,T155,275,299529,1089,61.43,720,1172,3.15,34,1079,0.74,119.2
6615,2011,6004,22,69,60,-0.262,-15.714,-0.274,-16.411,0.012,0.697,0.029,1.731,-0.131,-7.867,0.029,-0.171,33' 8,36105.917,1073,-0.05,70.87,70.82,2,0,0,1,283.8,36890,130,162,274,229065,836,67.44,611,906,2.16,18,834,0.89,240.7
6616,2011,21805,19,58,42,-0.266,-11.154,0.121,5.066,-0.386,-16.218,-0.025,-1.032,0.259,10.898,-0.025,-0.114,35' 3,26394.667,749,-0.12,71.45,71.33,1,1,0,0,301.8,35006,116,10,292.8,170999,584,51.49,416,808,3.37,19,563,0.42,271.5
6617,2011,25274,28,86,78,-0.267,-20.86,-0.429,-33.444,0.161,12.58,-0.615,-47.945,0.339,26.412,-0.615,-0.153,38' 1,53020.417,1392,-0.25,71.2,70.95,1,0,0,0,308.3,50569,164,6,295.6,321568,1088,55.12,630,1143,4.44,47,1059,0.72,177.8
6618,2011,33413,25,74,65,-0.275,-17.904,-0.681,-44.274,0.406,26.366,-0.301,-19.557,0.073,4.743,-0.301,-0.453,36' 7,42435.417,1161,-0.2,71.24,71.04,1,0,0,0,289.5,40528,140,87,282.6,256918,909,63.43,621,979,3.12,28,898,0.86,134.9
6619,2011,20436,24,71,64,-0.278,-17.806,-0.247,-15.81,-0.031,-1.998,-0.037,-2.371,-0.066,-4.2,-0.037,-0.144,36' 0,41179,1144,-0.44,71.31,70.87,1,0,0,0,279.7,38598,138,159,274.6,244668,891,67.85,652,961,1.92,17,886,0.76,232.3
6620,2011,26289,23,66,57,-0.282,-16.1,0.818,46.621,-1.1,-62.721,0.492,28.053,0.683,38.913,0.492,-0.357,34' 8,35419,1021,-0.11,70.8,70.69,NULL,NULL,NULL,NULL,296.6,36775,124,36,287.5,228861,796,66.74,578,866,2.78,22,792,1.05,354.5
6621,2011,21949,24,75,61,-0.306,-18.692,-0.473,-28.854,0.167,10.16,-0.236,-14.372,-0.271,-16.52,-0.236,0.034,36' 7,39943.25,1093,-0.16,70.8,70.64,1,0,0,1,291.6,39076,134,69,284.1,242306,853,56.62,530,936,2.61,22,842,0.64,201
6622,2011,32366,26,78,61,-0.314,-19.175,0.187,11.378,-0.501,-30.551,0.082,5.006,0.14,8.555,0.082,-0.036,34' 8,37650.333,1086,-0.1,71.14,71.04,3,0,1,2,295.8,42597,144,T41,286.9,244465,852,59,593,1005,3.45,29,840,0.76,279.8
6623,2011,1313,17,50,42,-0.34,-14.291,-0.653,-27.406,0.312,13.115,-0.651,-27.34,-0.004,-0.176,-0.651,0.003,37' 5,28146.333,753,-0.28,71.16,70.88,1,0,0,0,285.4,28543,100,T142,277.1,162380,586,69.58,485,697,2.92,17,583,0.47,130.8
6624,2011,10585,22,65,54,-0.347,-18.746,-0.866,-46.787,0.519,28.038,-1.24,-66.955,0.181,9.777,-1.24,0.193,39' 11,38420.833,962,-0.14,71.09,70.95,1,0,0,0,291.6,35574,122,108,280.6,211592,754,64.63,550,851,2.54,19,749,0.84,150.8
6625,2011,26668,20,54,46,-0.365,-16.811,-0.585,-26.893,0.219,10.079,-0.092,-4.209,-0.077,-3.554,-0.092,-0.416,34' 11,28808.667,825,-0.53,71.72,71.19,1,0,0,0,282.8,29406,104,178,272.2,173921,639,62.93,455,723,2.06,13,632,0.85,163.5
6626,2011,25457,22,65,49,-0.375,-18.365,-0.374,-18.342,-0.001,-0.026,0.005,0.236,-0.184,-9.018,0.005,-0.195,37' 2,32609.583,878,-0.3,71.35,71.05,NULL,NULL,NULL,NULL,290.9,33157,114,T117,279.7,191885,686,62.23,496,797,2.78,19,683,0.74,239.4
6627,2011,26300,25,71,64,-0.377,-24.14,-0.379,-24.245,0.002,0.099,-0.506,-32.357,-0.135,-8.667,-0.506,0.262,38' 0,43477,1144,-0.25,71.25,71,1,0,0,0,293.9,41730,142,T65,284.5,253236,890,55.52,548,987,4.24,37,872,0.32,200.3
6628,2011,23718,26,81,70,-0.394,-27.574,-0.501,-35.101,0.108,7.525,-0.225,-15.766,-0.367,-25.693,-0.225,0.091,37' 8,47154.667,1253,-0.33,71.22,70.89,NULL,NULL,NULL,NULL,285,43891,154,T155,275,268640,977,59.44,639,1075,3.81,37,972,0.78,198.5
6629,2011,21407,29,91,83,-0.409,-33.93,-0.453,-37.603,0.044,3.672,0.241,20.024,-0.705,-58.505,0.241,0.011,36' 6,54313.083,1489,-0.4,71.44,71.04,1,0,0,0,284.8,51842,182,T140,277.2,322633,1164,56.31,718,1275,3.43,39,1138,0.74,224.3
6630,2011,23673,26,76,72,-0.425,-30.57,-0.327,-23.575,-0.097,-6.998,0.042,3.052,-0.393,-28.295,0.042,0.023,35' 0,45078.333,1289,-0.38,71.26,70.88,NULL,NULL,NULL,NULL,279.5,42484,152,167,273.6,275228,1006,65.79,698,1061,2.99,30,1004,0.67,228.3
6631,2011,1577,19,62,50,-0.443,-22.127,-0.613,-30.652,0.17,8.521,-0.264,-13.224,-0.401,-20.037,-0.264,0.052,35' 4,31692.75,898,-0.39,71.24,70.85,NULL,NULL,NULL,NULL,290.1,32495,112,T135,277.9,194236,699,63.04,493,782,1.88,13,691,0.69,171.3
6632,2011,34255,25,73,61,-0.47,-28.69,0.111,6.764,-0.581,-35.456,0.068,4.157,0.03,1.803,0.068,0.013,36' 10,40302.083,1094,-0.62,71.48,70.86,NULL,NULL,NULL,NULL,295.6,38434,130,61,284.8,242688,852,59.54,540,907,2.76,23,834,0.35,328.8
6633,2011,26287,22,67,61,-0.491,-29.942,-0.685,-41.806,0.194,11.862,-0.259,-15.792,-0.007,-0.427,-0.259,-0.419,36' 2,39565.667,1093,-0.43,71.36,70.93,2,0,0,0,293.1,39272,134,T79,283.5,240667,849,61.16,570,932,3.22,27,838,0.74,154.8
6634,2011,8537,19,56,48,-0.528,-25.348,-0.552,-26.516,0.024,1.168,-0.406,-19.492,-0.035,-1.686,-0.406,-0.111,35' 7,30533.167,858,-0.78,71.91,71.13,NULL,NULL,NULL,NULL,282.7,30529,108,132,278.3,186203,669,64.36,484,752,2.86,19,664,0.37,247.3
6635,2011,8725,19,55,50,-0.573,-28.645,-0.137,-6.837,-0.436,-21.808,-0.212,-10.591,0.076,3.812,-0.212,-0.001,34' 6,30779.583,893,-0.48,71.47,70.99,2,0,0,1,290.1,31914,110,83,283.1,198204,700,64.11,493,769,3.29,23,699,0.91,257.6
6636,2011,6515,27,77,65,-0.575,-37.377,-0.713,-46.37,0.138,8.991,-0.319,-20.706,-0.64,-41.602,-0.319,0.245,36' 0,41734.667,1160,-0.64,71.69,71.05,NULL,NULL,NULL,NULL,286.1,41773,146,T142,277.1,250533,904,55.71,566,1016,4.29,38,886,0.53,211.8
