c_stat_id,player_id,tour,year,season,events,wins,seconds,thirds,top_10,top_25,cuts_made,earnings
16715,12826,R,1997,1997,23,0,0,0,0,2,10,79118
16716,19824,R,2019,2018-19,0,0,0,0,0,0,0,0
16717,19824,R,2018,2017-18,3,0,0,0,0,0,0,0
16718,19824,R,2017,2016-17,3,0,0,0,0,1,3,53426
16719,19824,R,2016,2015-16,3,0,0,0,0,0,0,0
16720,19824,R,2014,2013-14,2,0,0,0,0,0,0,0
16721,19824,R,2013,2013,1,0,0,0,0,0,0,0
16722,19824,R,2012,2012,7,0,0,0,0,0,2,26538
16723,19824,R,2011,2011,5,0,0,0,0,1,4,49688
16724,19824,R,2010,2010,10,0,0,0,1,1,8,184622
16725,19824,R,2009,2009,5,0,0,0,0,0,1,11271
16726,19824,R,2008,2008,15,0,0,0,0,1,6,129732
16727,19824,R,2007,2007,16,0,0,0,0,1,10,154214
16728,19824,R,2006,2006,22,0,0,1,2,5,16,1006538
16729,19824,R,2005,2005,26,0,0,0,1,9,15,720362
16730,19824,R,2004,2004,25,0,0,0,1,7,14,595820
16731,19824,R,2003,2003,29,0,0,0,3,5,17,638721
16732,19824,R,2002,2002,22,0,0,1,3,5,9,528569
16733,19824,R,2001,2001,23,0,0,0,1,4,14,414139
16734,19824,R,2000,2000,31,0,0,0,1,4,19,297672
16735,19824,R,1999,1999,28,0,0,1,2,3,16,327393
16736,19824,R,1998,1998,29,0,0,0,0,2,13,98111
16737,19824,R,1994,1994,1,0,0,0,0,0,0,0
16738,19913,R,2008,2008,22,0,0,0,0,0,5,59977
16739,19913,R,2006,2006,28,0,0,0,1,2,13,300033
16740,19913,R,1996,1996,23,0,0,0,0,0,8,29656
16741,19913,R,1995,1995,4,0,0,0,0,0,1,14650
16742,19970,R,2016,2015-16,2,0,0,0,0,0,0,0
16743,19970,R,2015,2014-15,2,0,0,0,0,0,1,6690
16744,19970,R,2014,2013-14,7,0,0,0,2,4,5,545695
16745,19970,R,2013,2013,18,0,0,0,1,1,9,444238
16746,19970,R,2012,2012,17,0,0,0,0,2,11,393340
16747,19970,R,2011,2011,18,0,1,0,3,6,14,1779815
16748,19970,R,2010,2010,11,0,1,0,1,5,10,853170
16749,19970,R,2009,2009,6,0,0,0,0,1,5,130237
16750,19970,R,2008,2008,8,0,0,0,3,5,8,812185
16751,19970,R,2007,2007,13,0,0,0,1,3,10,424870
16752,19970,R,2006,2006,5,0,0,0,0,1,5,118283
16753,19970,R,2005,2005,1,0,0,0,0,0,0,0
16754,19970,R,2003,2003,3,0,0,0,0,0,2,52000
16755,19970,R,2002,2002,2,0,0,0,0,0,1,20072
16756,19970,R,2001,2001,2,0,0,0,0,0,0,0
16757,19970,R,2000,2000,3,0,0,0,0,0,0,0
16758,19970,R,1999,1999,7,0,0,0,1,2,5,102865
16759,19970,R,1998,1998,5,0,0,0,0,0,1,5750
16760,19970,R,1997,1997,1,0,0,0,0,0,0,0
16761,19970,R,1995,1995,1,0,0,0,0,0,0,0
16762,20105,R,2020,2019-20,0,0,0,0,0,0,0,0
16763,20105,R,2019,2018-19,0,0,0,0,0,0,0,0
16764,20105,R,2018,2017-18,1,0,0,0,0,0,0,0
16765,20105,R,2017,2016-17,0,0,0,0,0,0,0,0
16766,20105,R,2014,2013-14,0,0,0,0,0,0,0,0
16767,20105,R,2013,2013,17,0,0,0,0,0,4,53401
16768,20105,R,2012,2012,0,0,0,0,0,0,0,0
16769,20105,R,2010,2010,22,0,0,0,0,0,5,92155
16770,20105,R,2008,2008,18,0,0,0,1,2,7,290410
16771,20105,R,2007,2007,30,0,0,0,1,3,20,526644
16772,20105,R,2006,2006,29,0,0,0,2,7,16,793477
16773,20105,R,2004,2004,1,0,0,0,0,0,0,0
16774,20105,R,2003,2003,1,0,0,0,0,0,0,0
16775,20105,R,2002,2002,30,0,0,0,1,3,14,271652
16776,20105,R,2001,2001,1,0,0,0,0,0,0,0
16777,20105,R,2000,2000,31,0,0,0,0,2,11,153753
16778,20378,R,2015,2014-15,1,0,0,0,0,0,0,0
16779,20378,R,2013,2013,1,0,0,0,0,0,0,0
16780,20378,R,2012,2012,1,0,0,0,0,0,1,9246
16781,20378,R,2011,2011,1,0,0,0,0,1,1,42000
16782,20378,R,2010,2010,22,0,0,1,1,2,8,322130
16783,20378,R,2009,2009,13,0,0,0,1,2,6,354163
16784,20378,R,2008,2008,30,0,0,0,0,1,14,245281
16785,20378,R,2007,2007,31,0,0,1,2,5,16,785180
16786,20378,R,2006,2006,30,0,0,0,1,6,16,674002
16787,20378,R,2005,2005,19,0,0,0,1,2,12,401140
16788,20378,R,2004,2004,32,0,0,0,2,5,12,565014
16789,20378,R,2003,2003,4,0,0,0,0,2,2,128013
16790,20378,R,2002,2002,2,0,0,0,0,0,0,0
16791,20378,R,2001,2001,4,0,0,0,0,0,2,8863
16792,20378,R,2000,2000,2,0,0,0,0,0,1,33000
16793,20378,R,1999,1999,3,0,0,0,0,0,1,5961
16794,20378,R,1995,1995,1,0,0,0,0,0,0,0
16795,20382,R,2009,2009,11,0,0,0,0,0,2,21993
16796,20382,R,2008,2008,17,0,0,0,0,0,9,157963
16797,20382,R,2007,2007,26,0,0,1,2,8,15,1015200
16798,20382,R,2006,2006,27,0,0,0,2,5,14,746747
16799,20382,R,2005,2005,29,0,0,0,0,6,18,758057
16800,20382,R,2004,2004,24,0,0,0,2,6,17,1166560
16801,20382,R,2003,2003,9,0,1,0,2,3,6,723986
16802,20382,R,2002,2002,2,0,0,0,0,1,2,26732
16803,20382,R,2001,2001,1,0,0,0,0,0,0,0
16804,20382,R,2000,2000,1,0,0,0,0,0,0,0
16805,20382,R,1999,1999,4,0,0,0,0,0,1,25000
16806,20382,R,1998,1998,2,0,0,0,0,0,1,5650
16807,20382,R,1995,1995,1,0,0,0,0,0,0,0
16808,20443,R,2016,2015-16,1,0,0,0,0,0,1,11968
16809,20443,R,2015,2014-15,2,0,0,0,0,0,0,0
16810,20443,R,2013,2013,20,0,0,0,0,1,5,136457
16811,20443,R,2009,2009,1,0,0,0,0,0,0,0
16812,20443,R,2008,2008,30,0,0,0,0,1,13,227102
16813,20443,R,2007,2007,1,0,0,0,0,0,0,0
16814,20443,R,2006,2006,1,0,0,0,0,0,1,6450
16815,20443,R,2004,2004,2,0,0,0,0,0,0,0
16816,20443,R,2003,2003,2,0,0,0,0,0,0,0
16817,20443,R,2002,2002,1,0,0,0,0,0,0,0
16818,20443,R,1996,1996,1,0,0,0,0,0,0,0
16819,20574,R,2019,2018-19,1,0,0,0,0,0,0,0
16820,20574,R,2015,2014-15,1,0,0,0,0,0,0,0
16821,20574,R,2013,2013,1,0,0,0,0,1,1,86579
16822,20574,R,2012,2012,23,0,0,0,0,2,10,259604
16823,20574,R,2011,2011,1,0,0,0,0,0,1,16157
16824,20574,R,2010,2010,28,0,0,0,1,2,13,483537
16825,20574,R,2009,2009,26,0,0,0,3,6,14,1118845
16826,20574,R,2008,2008,27,0,1,2,5,11,18,1969962
16827,20574,R,2007,2007,30,0,0,0,1,6,20,969488
16828,20574,R,2006,2006,26,0,1,0,3,6,10,1076142
16829,20574,R,2004,2004,1,0,0,0,0,0,0,0
16830,20574,R,2003,2003,28,0,0,0,0,2,16,299238
16831,20574,R,2002,2002,20,0,0,0,1,5,12,391852
16832,20574,R,2001,2001,33,0,0,0,1,3,15,283165
16833,20574,R,2000,2000,32,0,0,1,2,5,12,414123
16834,20574,R,1998,1998,1,0,0,0,0,0,0,0
16835,20623,R,2016,2015-16,2,0,0,0,0,0,0,0
16836,20623,R,2012,2012,23,0,0,0,0,1,13,247561
16837,20623,R,2008,2008,16,0,0,0,1,4,11,455003
16838,20623,R,2007,2007,28,0,0,0,2,4,16,511353
16839,20623,R,2006,2006,5,0,0,0,0,0,3,34674
16840,20623,R,2005,2005,22,0,0,0,1,2,13,359523
16841,20623,R,2003,2003,28,0,0,0,0,0,7,55350
16842,20663,R,2010,2010,24,0,0,0,0,0,9,133584
16843,20663,R,2008,2008,24,0,0,0,1,4,9,384072
16844,20663,R,2005,2005,15,0,0,0,0,3,10,279340
16845,20663,R,2004,2004,34,0,0,0,0,6,21,524905
16846,20663,R,2003,2003,33,0,1,1,5,8,19,1307809
16847,20663,R,2002,2002,25,0,0,0,0,0,6,83519
16848,20686,R,2016,2015-16,1,0,0,0,0,0,0,0
16849,20686,R,2012,2012,3,0,0,0,0,0,2,17964
16850,20686,R,2010,2010,19,0,0,0,1,4,11,420245
16851,20686,R,2009,2009,15,0,0,0,2,3,11,378686
16852,20686,R,2008,2008,5,0,0,0,1,2,4,252849
16853,20686,R,2007,2007,12,0,0,0,0,0,6,79179
16854,20686,R,2006,2006,3,0,0,0,0,0,1,16676
16855,20686,R,2002,2002,1,0,0,0,0,0,1,12794
16856,20686,R,2001,2001,1,0,0,0,0,0,0,0
16857,20691,R,2020,2019-20,0,0,0,0,0,0,0,0
16858,20691,R,2018,2017-18,0,0,0,0,0,0,0,0
16859,20691,R,2017,2016-17,17,0,2,0,2,3,7,738711
16860,20691,R,2016,2015-16,29,0,0,0,1,3,14,484955
16861,20691,R,2015,2014-15,19,0,1,0,2,5,9,1180794
16862,20691,R,2014,2013-14,8,0,0,0,0,1,6,95117
16863,20691,R,2013,2013,24,0,0,0,0,4,13,442198
16864,20691,R,2012,2012,27,0,0,0,3,9,18,1151622
16865,20691,R,2010,2010,27,0,0,0,0,2,10,268835
16866,20691,R,2009,2009,30,0,0,0,1,6,19,763517
16867,20691,R,2008,2008,1,0,0,0,0,0,0,0
16868,20691,R,2007,2007,29,0,0,0,1,2,11,426601
16869,20691,R,2006,2006,24,0,1,0,2,9,15,1316685
16870,20691,R,2005,2005,24,0,0,1,3,9,19,1352878
16871,20691,R,2003,2003,2,0,0,0,0,0,0,0
16872,20691,R,2002,2002,2,0,0,0,0,0,0,0
16873,20691,R,2001,2001,1,0,0,0,0,1,1,43630
16874,20691,R,2000,2000,1,0,0,0,0,0,1,11843
16875,20691,R,1999,1999,1,0,0,0,0,0,0,0
16876,20771,R,2023,2022-23,1,0,0,0,0,0,0,0
16877,20771,R,2022,2021-22,0,0,0,0,0,0,0,0
16878,20771,R,2017,2016-17,23,0,0,0,0,1,12,218681
16879,20771,R,2016,2015-16,1,0,0,0,0,0,0,0
16880,20771,R,2015,2014-15,22,0,0,0,0,2,9,236862
16881,20771,R,2014,2013-14,1,0,0,0,0,0,0,0
16882,20771,R,2013,2013,2,0,0,0,0,0,1,28961
16883,20771,R,2012,2012,1,0,0,0,0,1,1,79277
16884,20771,R,2007,2007,1,0,0,0,0,0,0,0
16885,20771,R,2005,2005,1,0,0,0,0,0,0,0
16886,20771,R,2003,2003,30,0,0,0,0,3,13,261359
16887,20771,R,2001,2001,1,0,0,0,0,0,1,8550
16888,20771,R,2000,2000,2,0,0,0,0,0,1,8160
16889,20771,R,1998,1998,1,0,0,0,0,0,0,0
16890,20812,R,2015,2014-15,1,0,0,0,0,0,0,0
16891,20812,R,2010,2010,0,0,0,0,0,0,0,0
16892,20812,R,2006,2006,21,0,0,0,1,1,10,234918
16893,20812,R,2005,2005,19,0,1,0,1,1,9,544058
16894,20812,R,2004,2004,12,0,0,0,0,1,6,138785
16895,20812,R,2000,2000,1,0,0,0,0,0,1,27750
16896,20859,R,2012,2012,7,0,0,0,0,2,3,70400
16897,20859,R,2011,2011,7,0,0,2,2,3,5,617067
16898,20859,R,2010,2010,6,0,0,0,0,1,2,151000
16899,20859,R,2009,2009,4,0,0,0,0,0,2,96500
16900,20859,R,2008,2008,6,0,0,0,0,2,4,105725
16901,20859,R,2007,2007,17,0,0,0,0,4,10,461216
16902,20859,R,2006,2006,1,0,0,0,0,1,1,53100
16903,20859,R,2004,2004,1,0,0,0,0,0,0,0
16904,20859,R,2003,2003,3,0,0,0,0,0,1,30000
16905,20859,R,2002,2002,4,0,0,0,0,0,3,12247
16906,20859,R,1999,1999,1,0,0,0,0,0,0,0
16907,21099,R,2014,2013-14,11,0,0,0,0,0,7,207414
16908,21099,R,2013,2013,22,0,1,0,2,6,14,1633253
16909,21099,R,2012,2012,1,0,1,0,1,1,1,865000
16910,21099,R,2003,2003,1,0,0,0,0,0,1,16214
16911,21461,R,2011,2011,1,0,0,0,0,0,1,18877
16912,21461,R,2008,2008,25,0,0,0,0,3,12,288772
16913,21461,R,2007,2007,2,0,0,0,0,0,1,31084
16914,21461,R,2006,2006,3,0,0,0,1,1,1,183255
16915,21461,R,2005,2005,3,0,0,0,0,1,2,120250
16916,21461,R,2004,2004,1,0,0,0,0,0,1,27714
16917,21461,R,2003,2003,1,0,0,0,0,0,0,0
16918,21470,R,2014,2013-14,1,0,0,0,0,0,1,43000
16919,21470,R,2013,2013,1,0,0,0,0,0,0,0
16920,21470,R,2010,2010,1,0,0,0,0,0,0,0
16921,21470,R,2008,2008,4,0,0,0,0,1,2,98596
16922,21470,R,2007,2007,28,0,0,0,1,4,15,499206
16923,21470,R,2006,2006,25,0,0,1,4,6,16,956874
16924,21470,R,2004,2004,1,0,0,0,0,0,0,0
16925,21633,R,2022,2021-22,0,0,0,0,0,0,0,0
16926,21633,R,2021,2020-21,1,0,0,0,0,0,0,0
16927,21633,R,2020,2019-20,1,0,0,0,0,0,0,0
16928,21633,R,2019,2018-19,2,0,0,0,0,0,0,0
16929,21633,R,2018,2017-18,2,0,0,0,0,0,1,12338
16930,21633,R,2013,2013,1,0,0,0,0,0,0,0
16931,21633,R,2011,2011,1,0,0,0,0,0,1,13380
16932,21633,R,2010,2010,2,0,0,0,0,1,1,42000
16933,21633,R,2009,2009,17,0,0,0,0,0,1,13671
16934,21633,R,2008,2008,21,0,0,1,4,5,9,743970
16935,21633,R,2007,2007,18,0,0,0,1,5,13,568059
16936,21633,R,2005,2005,32,0,0,0,1,3,18,418428
16937,21633,R,2004,2004,33,0,1,0,1,5,18,648480
16938,21633,R,2003,2003,18,0,1,0,2,4,8,616325
16939,21633,R,2002,2002,30,0,0,0,0,5,16,359655
16940,21633,R,2001,2001,31,0,0,0,0,1,12,156686
16941,21633,R,1999,1999,2,0,0,0,0,0,2,26343
16942,21633,R,1998,1998,1,0,0,0,0,0,0,0
16943,21633,R,1996,1996,1,0,0,0,0,0,0,0
16944,21646,R,2013,2013,1,0,0,0,0,0,1,12444
16945,21646,R,2007,2007,30,0,0,0,1,2,10,323407
16946,21646,R,2006,2006,29,0,0,0,2,7,20,706346
16947,21646,R,2004,2004,30,0,0,0,0,2,11,293617
16948,21660,R,2013,2013,1,0,0,0,0,0,0,0
16949,21660,R,2010,2010,1,0,0,0,0,0,1,13845
16950,21660,R,2007,2007,22,0,0,0,0,0,9,163244
16951,21660,R,2006,2006,28,0,0,0,0,2,10,147424
16952,21660,R,1999,1999,1,0,0,0,0,0,0,0
16953,21806,R,2007,2007,26,0,0,0,1,2,10,264149
16954,21806,R,2005,2005,27,0,0,0,0,3,13,324459
16955,21806,R,2003,2003,21,0,0,0,1,2,9,264927
16956,21806,R,2002,2002,35,0,0,0,2,6,14,448752
16957,21806,R,2001,2001,27,0,1,0,3,5,12,608382
16958,21806,R,2000,2000,2,0,0,0,0,0,1,13627
16959,22122,R,2013,2013,1,0,0,0,0,0,0,0
16960,22122,R,2011,2011,1,0,0,0,0,0,0,0
16961,22122,R,2010,2010,21,0,0,0,0,0,5,53106
16962,22122,R,2009,2009,2,0,0,0,0,0,1,22501
16963,22122,R,2008,2008,2,0,0,0,0,0,1,47000
16964,22122,R,2004,2004,3,0,0,0,0,0,3,11526
16965,22122,R,2001,2001,26,0,0,0,0,1,10,130160
16966,22122,R,1998,1998,1,0,0,0,0,0,1,9048
16967,22212,R,2007,2007,24,0,0,0,0,2,15,255659
16968,22212,R,2000,2000,1,0,0,0,0,0,0,0
16969,22295,R,2016,2015-16,17,0,0,0,0,1,4,60197
16970,22295,R,2013,2013,20,0,0,0,0,2,5,184866
16971,22295,R,2012,2012,1,0,0,0,0,0,1,19955
16972,22295,R,2011,2011,1,0,0,0,0,0,0,0
16973,22295,R,2009,2009,20,0,0,0,1,1,6,199385
16974,22295,R,2007,2007,24,0,0,0,0,2,8,215379
16975,22295,R,2006,2006,15,0,0,0,0,1,7,157559
16976,22295,R,2005,2005,26,0,0,0,2,4,14,499827
16977,22295,R,2004,2004,0,0,0,0,0,0,0,0
16978,22295,R,2003,2003,29,0,0,0,0,3,17,346694
16979,22295,R,1999,1999,1,0,0,0,0,0,0,0
16980,22348,R,2013,2013,10,0,0,0,1,3,7,282464
16981,22348,R,2012,2012,26,0,0,1,1,2,13,489375
16982,22348,R,2011,2011,29,0,0,0,4,7,15,940224
16983,22348,R,2010,2010,11,0,0,0,2,3,6,398633
16984,22348,R,2009,2009,27,0,0,1,2,7,18,1074215
16985,22348,R,2008,2008,26,0,0,1,4,9,18,1370771
16986,22348,R,2007,2007,22,0,0,1,3,7,14,1342391
16987,22348,R,2006,2006,15,0,1,0,2,6,10,995235
16988,22348,R,2005,2005,13,0,0,0,3,5,10,550502
16989,22348,R,2004,2004,2,0,0,0,0,0,2,34250
16990,22348,R,2003,2003,1,0,0,0,0,0,0,0
16991,22348,R,2001,2001,4,0,0,0,1,1,1,150000
16992,22348,R,2000,2000,1,0,0,0,0,0,1,15707
16993,22548,R,2018,2017-18,0,0,0,0,0,0,0,0
16994,22548,R,2017,2016-17,0,0,0,0,0,0,0,0
16995,22548,R,2012,2012,21,0,0,0,0,0,8,129590
16996,22548,R,2009,2009,15,0,0,0,0,2,10,283119
16997,22548,R,2008,2008,35,0,0,0,2,5,27,805897
16998,22548,R,2006,2006,34,0,0,0,1,3,17,386797
16999,22548,R,2005,2005,35,0,0,0,1,3,23,675038
17000,22548,R,2004,2004,33,0,1,1,3,7,23,1234344
17001,22548,R,2003,2003,32,0,0,0,0,7,20,618019
17002,22548,R,2002,2002,1,0,0,0,0,0,0,0
17003,22582,R,2018,2017-18,22,0,0,0,0,0,2,24878
17004,22582,R,2017,2016-17,1,0,0,0,0,0,0,0
17005,22582,R,2015,2014-15,1,0,0,0,0,0,0,0
17006,22582,R,2012,2012,22,0,0,0,0,0,3,45460
17007,22582,R,2011,2011,1,0,0,0,0,0,0,0
17008,22582,R,2009,2009,1,0,0,0,0,0,0,0
17009,22582,R,2008,2008,26,0,0,0,0,1,9,154447
17010,22582,R,2007,2007,1,0,0,0,0,1,1,42900
17011,22582,R,2006,2006,1,0,0,0,0,0,0,0
17012,22582,R,2003,2003,1,0,0,0,0,0,0,0
17013,22792,R,2016,2015-16,1,0,0,0,0,0,0,0
17014,22792,R,2014,2013-14,13,0,0,0,0,3,7,415531
17015,22792,R,2013,2013,15,0,0,0,1,4,11,610178
17016,22792,R,2012,2012,11,0,0,1,4,6,9,835221
17017,22792,R,2011,2011,12,0,0,0,1,4,7,439030
17018,22792,R,2010,2010,7,0,0,0,1,2,7,179075
17019,22792,R,2009,2009,5,0,0,0,1,3,4,159459
17020,22792,R,2008,2008,4,0,0,0,0,0,4,37534
17021,22792,R,2007,2007,3,0,0,0,0,1,3,116159
17022,22792,R,2005,2005,3,0,0,0,0,0,2,51891
17023,22806,R,2015,2014-15,1,0,0,0,0,0,1,13650
17024,22806,R,2014,2013-14,12,0,0,0,0,0,5,84209
17025,22806,R,2013,2013,23,0,0,0,0,2,14,338921
17026,22806,R,2012,2012,1,0,0,0,0,0,1,12540
17027,22806,R,2011,2011,1,0,0,0,0,0,0,0
17028,22806,R,2009,2009,0,0,0,0,0,0,0,0
17029,22806,R,2008,2008,22,0,0,0,1,3,11,338132
17030,22806,R,2007,2007,33,0,0,0,1,2,18,604633
17031,22806,R,2003,2003,1,0,0,0,0,0,0,0
17032,22806,R,1999,1999,1,0,0,0,0,0,0,0
17033,22806,R,1997,1997,1,0,0,0,0,0,0,0
17034,22946,R,2010,2010,26,0,0,0,0,2,9,215913
17035,22946,R,2008,2008,1,0,0,0,0,0,0,0
17036,22946,R,2006,2006,31,0,0,0,1,3,17,491043
17037,22961,R,2019,2018-19,0,0,0,0,0,0,0,0
17038,22961,R,2016,2015-16,1,0,0,0,0,0,0,0
17039,22961,R,2015,2014-15,1,0,0,0,0,0,0,0
17040,22961,R,2013,2013,24,0,0,0,1,1,12,274477
17041,22961,R,2012,2012,29,0,0,0,2,8,12,736765
17042,22961,R,2011,2011,25,0,0,0,1,7,16,715404
17043,22961,R,2009,2009,27,0,0,0,0,2,15,364959
17044,22961,R,2005,2005,1,0,0,0,0,0,0,0
17045,22961,R,2004,2004,1,0,0,0,0,0,0,0
17046,22961,R,1999,1999,1,0,0,0,0,0,0,0
17047,22961,R,1998,1998,1,0,0,0,0,0,0,0
17048,22961,R,1997,1997,1,0,0,0,0,0,0,0
17049,23125,R,2015,2014-15,1,0,0,0,0,0,1,25358
17050,23125,R,2008,2008,23,0,0,0,1,3,9,270365
17051,23125,R,2006,2006,1,0,0,0,0,0,0,0
17052,23125,R,2004,2004,1,0,0,0,0,0,0,0
17053,23125,R,2003,2003,20,0,0,0,0,0,5,74341
17054,23125,R,2002,2002,26,0,0,1,1,3,11,362892
17055,23125,R,2001,2001,35,0,0,0,0,5,20,396967
17056,23125,R,2000,2000,34,0,1,0,2,9,20,700738
17057,23125,R,1999,1999,2,0,0,0,0,0,0,0
17058,23125,R,1998,1998,7,0,0,0,0,0,3,14842
17059,23204,R,2014,2013-14,3,0,0,0,0,0,0,0
17060,23204,R,2013,2013,10,0,0,0,0,1,3,75332
17061,23204,R,2012,2012,28,0,0,0,1,6,18,616457
17062,23307,R,2013,2013,1,0,0,0,0,0,0,0
17063,23307,R,2010,2010,26,0,0,0,1,2,12,370736
17064,23307,R,2007,2007,0,0,0,0,0,0,0,0
17065,23307,R,2006,2006,25,0,0,0,0,1,7,116685
17066,23307,R,2004,2004,28,0,0,0,0,2,12,234164
17067,23349,R,2011,2011,10,0,0,0,0,1,4,96423
17068,23349,R,2010,2010,21,0,0,0,3,5,11,574616
17069,23349,R,2009,2009,20,0,0,0,0,4,13,475726
17070,23349,R,2008,2008,29,0,0,1,2,4,12,800694
17071,23349,R,2007,2007,29,0,1,0,3,6,21,1068440
17072,23349,R,2006,2006,27,0,0,0,2,9,20,1018841
17073,23349,R,2005,2005,31,0,0,1,4,7,14,1007276
17074,23349,R,2004,2004,1,0,0,0,0,0,0,0
17075,23349,R,2003,2003,2,0,0,0,0,0,1,11984
17076,23349,R,2000,2000,1,0,0,0,0,0,1,22056
17077,23349,R,1999,1999,26,0,0,0,0,1,8,67784
17078,23409,R,2019,2018-19,1,0,0,0,0,0,0,0
17079,23409,R,2018,2017-18,2,0,0,0,0,0,1,14910
17080,23409,R,2016,2015-16,1,0,0,0,0,0,1,24800
17081,23409,R,2015,2014-15,1,0,0,0,0,0,1,5820
17082,23409,R,2014,2013-14,25,0,0,0,0,3,11,371404
17083,23409,R,2013,2013,23,0,0,0,2,5,15,821101
17084,23409,R,2012,2012,27,0,0,0,2,4,14,687338
17085,23409,R,2011,2011,24,0,0,0,2,4,12,741010
17086,23409,R,2010,2010,26,0,0,0,1,3,13,500625
17087,23409,R,2009,2009,17,0,1,0,1,1,8,807578
17088,23409,R,2008,2008,28,0,0,0,1,7,15,708549
17089,23409,R,2007,2007,2,0,0,0,0,0,0,0
17090,23409,R,2006,2006,29,0,0,0,0,0,11,219904
17091,23409,R,2005,2005,26,0,1,0,1,4,11,849891
17092,23409,R,2002,2002,6,0,0,0,0,0,4,34293
17093,23409,R,2001,2001,2,0,0,0,0,0,1,7208
17094,23409,R,2001,2001,2,0,0,0,0,0,0,7208
17095,23409,R,1998,1998,1,0,0,0,0,0,1,0
17096,23452,R,2018,2017-18,1,0,0,0,0,0,0,0
17097,23452,R,2017,2016-17,1,0,0,0,0,0,0,0
17098,23452,R,2016,2015-16,2,0,0,0,0,0,1,25227
17099,23452,R,2014,2013-14,12,0,0,0,0,1,4,123367
17100,23452,R,2013,2013,17,0,0,0,3,5,9,720164
17101,23452,R,2012,2012,9,0,0,0,2,3,8,518511
17102,23452,R,2011,2011,1,0,0,0,0,0,0,0
17103,23452,R,2004,2004,1,0,0,0,0,0,0,0
17104,23497,R,2018,2017-18,0,0,0,0,0,0,0,0
17105,23497,R,2017,2016-17,20,0,0,1,1,2,15,489927
17106,23497,R,2015,2014-15,1,0,0,0,0,0,0,0
17107,23497,R,2014,2013-14,12,0,0,0,0,0,4,53647
17108,23497,R,2013,2013,24,0,0,0,1,3,10,428922
17109,23497,R,2012,2012,1,0,0,0,0,0,0,0
17110,23497,R,2011,2011,28,0,0,0,0,2,15,382670
17111,23497,R,2010,2010,1,0,0,0,0,0,1,28594
17112,23497,R,2009,2009,16,0,0,0,1,2,9,363597
17113,23497,R,2008,2008,29,0,0,0,2,3,14,568494
17114,23497,R,2007,2007,18,0,0,1,1,1,9,351590
17115,23497,R,2006,2006,33,0,0,0,1,2,18,498242
17116,23497,R,2005,2005,31,0,0,1,5,6,17,891812
17117,23497,R,2004,2004,18,0,1,0,1,4,9,623262
17118,23497,R,2003,2003,6,0,0,0,0,0,1,31275
17119,23497,R,2000,2000,1,0,0,0,0,0,0,0
17120,23540,R,2023,2022-23,0,0,0,0,0,0,0,0
17121,23540,R,2022,2021-22,0,0,0,0,0,0,0,0
17122,23540,R,2020,2019-20,0,0,0,0,0,0,0,0
17123,23540,R,2017,2016-17,0,0,0,0,0,0,0,0
17124,23540,R,2016,2015-16,1,0,0,0,0,0,0,0
17125,23540,R,2015,2014-15,3,0,0,0,0,1,2,32683
17126,23540,R,2014,2013-14,9,0,0,1,2,3,5,626734
17127,23540,R,2011,2011,0,0,0,0,0,0,0,0
17128,23540,R,2010,2010,1,0,0,0,0,0,1,23385
17129,23540,R,2009,2009,0,0,0,0,0,0,0,0
17130,23540,R,2008,2008,23,0,0,0,0,0,7,100596
17131,23540,R,2006,2006,2,0,0,0,0,1,1,52500
17132,23540,R,2005,2005,29,0,0,0,0,1,8,176436
17133,23540,R,2003,2003,2,0,0,0,0,0,0,0
17134,23542,R,2012,2012,27,0,0,0,0,0,10,107266
17135,23542,R,2002,2002,1,0,0,0,0,0,1,0
17136,23542,R,1999,1999,1,0,0,0,0,0,0,0
17137,23542,R,1998,1998,1,0,0,0,0,0,0,0
17138,23613,R,2011,2011,1,0,0,0,0,0,0,0
17139,23613,R,2010,2010,25,0,0,0,0,1,10,188892
17140,23613,R,2009,2009,1,0,0,0,0,0,1,10500
17141,23613,R,2007,2007,26,0,0,0,1,2,13,334244
17142,23613,R,2006,2006,1,0,0,0,0,0,0,0
17143,23613,R,2005,2005,3,0,0,0,0,0,1,6945
17144,23613,R,2004,2004,26,0,0,0,0,2,8,223597
17145,23613,R,2001,2001,1,0,0,0,0,0,0,0
17146,23673,R,2011,2011,26,0,0,0,0,2,12,309362
17147,23673,R,2010,2010,25,0,0,0,2,7,19,846459
17148,23673,R,2006,2006,22,0,0,0,0,1,4,97771
17149,23673,R,2002,2002,2,0,0,0,0,0,1,8976
17150,23673,R,2001,2001,1,0,0,0,0,0,0,0
17151,23797,R,2019,2018-19,1,0,0,0,0,0,1,44500
17152,23797,R,2018,2017-18,2,0,0,0,0,0,2,25317
17153,23797,R,2015,2014-15,1,0,0,0,0,0,1,22551
17154,23797,R,2014,2013-14,3,0,0,0,0,0,2,86000
17155,23797,R,2013,2013,3,0,0,0,0,0,1,44250
17156,23797,R,2008,2008,26,0,0,0,1,3,10,386419
17157,23797,R,2006,2006,1,0,0,0,0,1,1,83655
17158,23797,R,2005,2005,1,0,0,0,0,0,0,0
17159,23797,R,2004,2004,1,0,0,0,0,0,1,58000
17160,23797,R,2001,2001,1,0,0,0,0,0,0,0
17161,23903,R,2019,2018-19,0,0,0,0,0,0,0,0
17162,23903,R,2018,2017-18,0,0,0,0,0,0,0,0
